location,table_name,row_id,field_name,base_value_preview
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,257,content,1951 Book “The Origins of Totalitarianism”.
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,258,content,"1953 Professorship at Brooklyn College, New York."
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,259,content,1960 Book “Vita Activa or On the Active Life”.
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,260,content,1961 Reporting on the Eichmann trial; published in 1963 as t
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,261,content,1963–1967 and 1967-1975: Professor at the Universities in Ch
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,262,content,Hannah Arendt died on 4 December 1975 in New York.
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,263,content,The life of Hannah Arendt reflects both intellectual and pra
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_text,264,content,"She saw herself as a secular Jew, was active in Zionist orga"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 2",component_text,265,content,"Hannah Arendt stands out as an independent, unconventional t"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 2",component_text,266,content,She devotes particular attention to the POLITICAL: H. Arendt
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_text,267,content,"In general terms, totalitarianism is a form of political rul"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_text,268,content,"After the crimes of the 20th century, two world wars, fascis"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_text,269,content,H. Arendt identified three fundamental developments as the e
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_text,270,content,1/ ANTISEMITISM is characterized by the fact that Jews were 
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_text,271,content,"2/ IMPERIALISM, in the form of colonialism, meant bureaucrat"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_text,272,content,3/ With industrialization and population explosion – between
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 4",component_text,273,content,Theology and philosophy often reflect on death and an afterl
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 4",component_text,274,content,WORKING is activity to secure one’s own existence. H. Arendt
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 4",component_text,275,content,"MANUFACTURING means producing something 'durable': books, bu"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 4",component_text,276,content,"ACTING occurs between people when they communicate publicly,"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 5",component_text,277,content,"In 1961, Adolf Eichmann, the chief organizer of the Nazi ext"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 5",component_text,278,content,"Reflection, empathy for the victims, responsibility—none of "
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 5",component_text,279,content,"She also criticizes the role of the JUDENRÄTE, the Jewish of"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_text,280,content,A thinker who enjoys discussion and contributes original ide
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_text,281,content,"Another objection is that H.Arendt, while considering mass s"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_text,282,content,"Similarly, ECONOMIC AND CULTURAL FACTORS influencing the pos"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_text,283,content,"Their criticism of the JEWISH COUNCILS was met with, among o"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_text,284,content,"With her article “REFLECTIONS ON LITTLE ROCK” (1957), she ag"
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_text,285,content,"Nevertheless, H. Arendt is recognized as an independent and "
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 7",component_text,286,content,Hannah Arendt's thinking defies categorisation. It stands on
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 7",component_text,287,content,1/ OVERCOMING POWERLESSNESS : through self-talk (= thinking)
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 7",component_text,288,content,2/ “NO ONE HAS THE RIGHT TO OBEY ACCORDING TO KANT.” This re
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 7",component_text,289,content,3/ SOVEREIGNTY THROUGH LAUGHTER : “Great political criminals
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 1",component_text,290,content,The 1973 fantasy novel MOMO centres on a girl who has the po
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 1",component_text,291,content,A parable about the POWER OF SOCIAL FORCES over the life of 
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,292,content,MOMO
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,293,content,"A girl who lives in an abandoned amphitheatre, comes from ‘s"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,294,content,MOMO’S FRIENDS
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,295,content,The children – they come to see Momo at the amphitheatre eve
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,296,content,"Beppo, the street sweeper – a sedate, thoughtful older gentl"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,297,content,"Gigi, the tour guide – a young, eloquent, fun-loving man,"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,298,content,"Nicolà, the bricklayer"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,299,content,"Nino, the innkeeper, and Liliana, his wife Liliana Mr Fusi, "
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,300,content,THE GREY GENTLEMEN
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,301,content,"Among them is BLW/553/c, who wants to get Momo to ‘save time"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,302,content,"CASSIOPEIA, the tortoise"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_text,303,content,"MASTER HORA, the keeper of time"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 3",component_text,304,content,The opening chapters describe life as it unfolds in the old 
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 3",component_text,305,content,GIGI’s naturally loose tongue loosens further and he regales
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 3",component_text,306,content,Because Momo is exceptionally good at one thing: LISTENING. 
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 3",component_text,307,content,"Even the thoughtful BEPPO , the street sweeper, comes to see"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 3",component_text,308,content,"Miraculously, neighbours can END A DISPUTE simply when Momo "
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 4",component_text,309,content,"Suddenly, there they were: the GREY GENTLEMEN. Ashen-faced, "
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 4",component_text,310,content,HAIRDRESSER FUSI also receives a visit from Agent XYQ/384/b 
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 4",component_text,311,content,More and more people are saving time. Momo hardly has any vi
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 4",component_text,312,content,AGENT BLW/553/c visits Momo and showers her with dolls. But 
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 5",component_text,313,content,Master Hora explains to Momo that the Grey Men are made of p
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 5",component_text,314,content,"A SHOWDOWN ensues between the power of profit maximization, "
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 5",component_text,315,content,The Grey Men can no longer steal time at this hour and must 
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 6",component_text,316,content,Momo has been translated into many languages and read by twe
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 6",component_text,317,content,"1/ CULTURAL CRITIQUE: Momo, the children, and their friends "
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 6",component_text,318,content,2/ ECONOMIC CRITIQUE: The economist Werner Onken identifies 
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_text,319,content,There is NO SINGLE INTERPRETATION of power – just as power i
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_text,320,content,We start with the word: ‘POWER’ is derived from ‘to be able’
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_text,321,content,Power is often viewed NEGATIVELY and associated with ‘contro
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_text,322,content,Power thus represents a RELATIONSHIP. It depends on acceptan
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_text,323,content,"Moreover and important to be aware of it, power does not ope"
"Module 'Empowerment to... But what does power mean?' (day 25), card 2",component_text,324,content,Other terms are also used as alternatives to the word ‘power
"Module 'Empowerment to... But what does power mean?' (day 25), card 2",component_text,325,content,There is not always a clear distinction between the concepts
"Module 'Empowerment to... But what does power mean?' (day 25), card 2",component_text,326,content,Other authors distinguish between THREE DIMENSIONS of author
"Module 'Empowerment to... But what does power mean?' (day 25), card 2",component_text,327,content,Or to say it in simple words: HAVING POWER is associated wit
"Module 'Empowerment to... But what does power mean?' (day 25), card 3",component_text,328,content,"According to the sociologist Max Weber (1864–1920), POWER is"
"Module 'Empowerment to... But what does power mean?' (day 25), card 3",component_text,329,content,"RULE or DOMINATION, on the other hand, offers, according to "
"Module 'Empowerment to... But what does power mean?' (day 25), card 3",component_text,330,content,"Where there are relationships, power is also at play. Max We"
"Module 'Empowerment to... But what does power mean?' (day 25), card 4",component_text,331,content,The historian and philosopher MICHEL FOUCAULT (1926-1984) ex
"Module 'Empowerment to... But what does power mean?' (day 25), card 4",component_text,332,content,Foucault describes power as a RELATIONSHIP that occurs every
"Module 'Empowerment to... But what does power mean?' (day 25), card 4",component_text,333,content,"Through DISCOURSE, what can and cannot be said is brought in"
"Module 'Empowerment to... But what does power mean?' (day 25), card 4",component_text,334,content,Foucault offers unusual perspectives on power. It is not tie
"Module 'Empowerment to... But what does power mean?' (day 25), card 4",component_text,335,content,This is not about speaking up for the POWERLESSNESS. On the 
"Module 'Empowerment to... But what does power mean?' (day 25), card 5",component_text,336,content,The noun “emancipatio” and the verb “emancipare” come from L
"Module 'Empowerment to... But what does power mean?' (day 25), card 5",component_text,337,content,The WOMEN’S MOVEMENTS of the 1920s and the 1970s and 1980s a
"Module 'Empowerment to... But what does power mean?' (day 25), card 5",component_text,338,content,CRITICISM is the starting point. It often sparks change. Fro
"Module 'Empowerment to... But what does power mean?' (day 25), card 6",component_text,339,content,NO! Because that would imply that women are inherently bette
"Module 'Empowerment to... But what does power mean?' (day 25), card 6",component_text,340,content,A study involving 300 male and female executives shows that 
"Module 'Empowerment to... But what does power mean?' (day 25), card 6",component_text,341,content,The question is therefore not just how more women can reach 
"Module 'Empowerment to... But what does power mean?' (day 25), card 7",component_text,342,content,"Power is interpreted in different ways. In any case, power r"
"Module 'Empowerment to... But what does power mean?' (day 25), card 7",component_text,343,content,Feelings of POWERLESSNESS are often linked to a lack of know
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 3",component_quote,102,content,"„The Analytical Engine weaves algebraic patterns, just as th"
"Module 'React to discrimination – don’t be indifferent' (day 24), card 1",component_image,1,image_description,illustrative photos from the internet; you’ll need to draw t
"Module 'How to speak to gain allies for your actions?' (day 21), card 4",component_image,9,image_alt,short description of what the image is
"Module 'How to speak to gain allies for your actions?' (day 21), card 4",component_image,9,image_description,detailed explanation of what the image shows
"Module 'Discover your inner potential' (day 1), card 1",component_image,17,image_alt,short description of what the image is
"Module 'Discover your inner potential' (day 1), card 1",component_image,17,image_description,detailed explanation of what the image shows
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 1",component_image,36,image_alt,Portrait of Ada Lovelace
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 1",component_image,36,image_description,Ada Lovelace 1836
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 2",component_image,37,image_alt,Portrait Ada Lovelace
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 2",component_image,37,image_description,"Ada Lovelace, appr. 1838"
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 4",component_image,39,image_alt,Ada Lovelace
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 4",component_image,39,image_description,"Ada Lovelace playing piano, 1852"
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 5",component_image,40,image_alt,Man beholds the new world view beyond the celestial spheres
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 5",component_image,40,image_description,Flammarion’s woodcut (1888): Man beholds the new world view 
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 6",component_image,41,image_alt,Ada Lovelace
"Module 'Pioneer of Computer Science - ADA LOVELACE ' (day 27), card 6",component_image,41,image_description,Ada Lovelace
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_image,42,image_alt,Hannah Arendt
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",component_image,42,image_description,Hannah Arendt auf dem Kulturkritiker-Kongress 1958
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 2",component_image,43,image_alt,Hannah Arendt
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 2",component_image,43,image_description,The intellectual in 1924
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_image,44,image_alt,Totalitarism – being imprisioned
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 3",component_image,44,image_description,Symbol image of being in a „Lager“ / camp
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 4",component_image,45,image_alt,Hannah Arendt
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 4",component_image,45,image_description,Hannah Arendt smooking
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 5",component_image,46,image_alt,Adolf Eichmann
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 5",component_image,46,image_description,Eichmann at the trial
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_image,47,image_alt,Hannah Arendt
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 6",component_image,47,image_description,"Hannah Arendt in conversation with Günter Gaus, 1964"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 1",component_image,48,image_alt,Momo and the time
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 1",component_image,48,image_description,Momo and many clocks
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_image,49,image_alt,Graphic of Momo
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_image,49,image_description,Graphic of Momo
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 3",component_image,50,image_alt,Amphitheatre
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 3",component_image,50,image_description,"Amphitheatre, the place where Momo lives"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 4",component_image,51,image_alt,The Grey Men
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 4",component_image,51,image_description,"A cigarette of stolen time, smoke"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 5",component_image,52,image_alt,Dining table – Master Hora
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 5",component_image,52,image_description,"A dining table, with a coffee pot, plates and a knive, a bre"
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 6",component_image,53,image_alt,Time in phantasia
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 6",component_image,53,image_description,Buildings and alleyways
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_image,54,image_alt,„Possible“
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_image,54,image_description,„(Im)Possible“
"Module 'Empowerment to... But what does power mean?' (day 25), card 2",component_image,55,image_alt,Person speaking to an audience
"Module 'Empowerment to... But what does power mean?' (day 25), card 2",component_image,55,image_description,Person speaking to an audience
"Module 'Empowerment to... But what does power mean?' (day 25), card 3",component_image,56,image_alt,Max Weber and his wife Marianne Weber
"Module 'Empowerment to... But what does power mean?' (day 25), card 3",component_image,56,image_description,"Marianne and Max Weber, appr. 1900"
"Module 'Empowerment to... But what does power mean?' (day 25), card 4",component_image,57,image_alt,Portrait Michel Foucault
"Module 'Empowerment to... But what does power mean?' (day 25), card 4",component_image,57,image_description,Portrait Michel Foucault
"Module 'Empowerment to... But what does power mean?' (day 25), card 5",component_image,58,image_alt,Text related to power and people
"Module 'Empowerment to... But what does power mean?' (day 25), card 5",component_image,58,image_description,Text: „The power of the people is stronger than the people i
"Module 'Empowerment to... But what does power mean?' (day 25), card 6",component_image,59,image_alt,Graffiti at night
"Module 'Empowerment to... But what does power mean?' (day 25), card 6",component_image,59,image_description,Graffiti „What makes you feel powerful?“
"Module 'Empowerment to... But what does power mean?' (day 25), card 7",component_image,60,image_alt,Crowd of people
"Module 'Empowerment to... But what does power mean?' (day 25), card 7",component_image,60,image_description,Crowd of people
"Module 'Story of me: Rewriting your power narrative' (day 4), card 1",component_image,61,image_alt,short description of what the image is
"Module 'Story of me: Rewriting your power narrative' (day 4), card 1",component_image,61,image_description,"A woman opening a large book that emits soft light, pages tr"
"Module 'Digital Courage: Setting Boundaries & Showing Up Safely Online' (day 11), card 1",component_image,62,image_alt,short description of what the image is
"Module 'Digital Courage: Setting Boundaries & Showing Up Safely Online' (day 11), card 1",component_image,62,image_description,detailed explanation of what the image shows
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_video,16,video_alt,Momo’s song
"Module 'Silent Heros: The power of listening and the liberation of time' (day 28), card 2",component_video,16,video_description,Music of the fim by Angelo Branduari
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_open_questions,142,question,1/Think of an example where power was exercised in a constru
"Module 'Empowerment to... But what does power mean?' (day 25), card 1",component_open_questions,143,question,2/ What do you think: What power mechanisms are currently at
"Module 'Get ready for public speaking' (day 9), card 7",component_list,12,content,Take support seriously.
"Module 'Get ready for public speaking' (day 9), card 7",component_list,13,content,1. Make an appointment with a friendly person.
"Module 'Get ready for public speaking' (day 9), card 7",component_list,14,content,2. Present your presentation or concept.
"Module 'Get ready for public speaking' (day 9), card 7",component_list,15,content,3. Ask for feedback and thank for the support.
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 2",component_list,263,content,She started with the smallest possible business — a single l
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 2",component_list,264,content,She learned to trade across borders as soon as new opportuni
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 2",component_list,265,content,"She used her wealth to build infrastructure for other women,"
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 5",component_list,266,content,"Hold a specific purpose, not a vague one."
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 5",component_list,267,content,Choose clarity over bitterness.
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 5",component_list,268,content,Don’t split ‘mother’ from ‘leader’ — the same care fuels bot
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 6",component_list,269,content,"She started with a needle, not a strategy. Conditions improv"
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 6",component_list,270,content,"She used her success to lift other women, not insulate herse"
"Module 'Rebiya Kadeer — Staying Strong Under Pressure' (day 29), card 6",component_list,271,content,She made one specific choice — a speech in 1997 — that cost 
"Module 'Mindful Meditation Moments' (day 7), card 1",component_list,330,content,Sit comfortably and close your eyes
"Module 'Mindful Meditation Moments' (day 7), card 1",component_list,391,content,Notice your breath without changing it
"Module 'Mindful Meditation Moments' (day 7), card 1",component_list,392,content,Allow thoughts to come and go
"Module 'Mindful Meditation Moments' (day 7), card 1",component_list,393,content,Allow thoughts to come and go
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",multiple_choices_options,150,option_text,"Yes, her profession was to think."
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",multiple_choices_options,151,option_text,"No, she considered herself as a political theorist."
"Module '„I want to understand.“ - HANNAH ARENDT' (day 26), card 1",multiple_choices_options,152,option_text,"Yes, she studied philosophy, theology and classical philolog"
"Module 'Unlocking Creativity & Vision' (day 8), card 7",multiple_choices_options,432,option_text,Music
"Module 'Unlocking Creativity & Vision' (day 8), card 7",multiple_choices_options,433,option_text,Painting
"Module 'Unlocking Creativity & Vision' (day 8), card 7",multiple_choices_options,434,option_text,Writing
Simulator 'Public Speaking' feedback tier 143 (metric 4),simulator_feedback_tiers,143,recommendation_reason,"When assertiveness is low, the most valuable step is reducin"
Simulator 'Public Speaking' feedback tier 144 (metric 4),simulator_feedback_tiers,144,recommendation_reason,"You have a working level of assertiveness, the next step is "
Simulator 'Public Speaking' feedback tier 145 (metric 4),simulator_feedback_tiers,145,recommendation_reason,Confident assertiveness becomes most powerful when it is pai
Simulator 'Public Speaking' feedback tier 146 (metric 5),simulator_feedback_tiers,146,recommendation_reason,"When composure is low, small social frictions carry outsized"
Simulator 'Public Speaking' feedback tier 147 (metric 5),simulator_feedback_tiers,147,recommendation_reason,"You already have a working composure, the next step is prote"
Simulator 'Public Speaking' feedback tier 148 (metric 5),simulator_feedback_tiers,148,recommendation_reason,Strong composure is one of the most valuable networking asse
Simulator 'Public Speaking' feedback tier 149 (metric 6),simulator_feedback_tiers,149,recommendation_reason,"When strategic warmth is low, networking often collapses int"
Simulator 'Public Speaking' feedback tier 150 (metric 6),simulator_feedback_tiers,150,recommendation_reason,"You have the harder half of strategic warmth already, genuin"
Simulator 'Public Speaking' feedback tier 151 (metric 6),simulator_feedback_tiers,151,recommendation_reason,Strategic warmth at this level is a rare and valuable capaci
